,movieid,title,year,romance,sci-fi,animation,film-noir,musical,adventure,thriller,horror,documentary,fantasy,mystery,children,comedy,crime,western,imax,war,drama,action,pc1,pc2,tsne_1,tsne_2,cluster_no
968,1269,Arsenic and Old Lace,1944.0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0.38524163049328053,0.28961840113219217,-27.615635,-3.2943864,1
969,1270,Back to the Future,1985.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8109438656777092,0.3551519581512042,12.502038,22.747221,19
970,1271,Fried Green Tomatoes,1991.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.01862622093929644,-0.5981697643479216,-20.58235,17.606514,21
971,1272,Patton,1970.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.589490619057275,-0.42945187641568844,-3.6753764,-74.42638,10
972,1273,Down by Law,1986.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.13743729613880967,-0.6861939173166883,-26.676697,-44.285767,2
973,1274,Akira,1988.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.12678711331005424,1.1537227182950076,15.615081,53.995285,20
974,1275,Highlander,1986.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.1133773482115579,0.9327217307108329,6.6762395,40.491356,5
975,1276,Cool Hand Luke,1967.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5440206508830789,-0.4085315032874997,-10.816958,-2.9429247,10
976,1277,Cyrano de Bergerac,1990.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.22107441549622756,-1.0044258371567747,19.735716,-43.9336,6
977,1278,Young Frankenstein,1974.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.8139937466399733,-0.038838029363932186,-45.115757,8.829985,29
978,1279,Night on Earth,1991.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.15136793251111375,-0.6887975607305701,-6.515246,-38.636375,2
979,1280,Raise the Red Lantern (Da hong deng long gao gao gua),1991.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5440206508830789,-0.4085315032874997,-10.816958,-2.9429247,10
980,1281,"Great Dictator, The",1940.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0.10589796433691782,-0.7097179338587587,-19.866844,-44.171295,2
981,1282,Fantasia,1940.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.3425736849897766,0.3324768121020306,50.062836,47.26419,31
982,1283,High Noon,1952.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.5450353932156378,-0.40275446389638486,-17.38506,-16.830648,10
983,1284,"Big Sleep, The",1946.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-0.16358938170531412,0.3084041938209235,26.973183,-74.44572,17
984,1285,Heathers,1989.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,17.558811,-12.330543,3
985,1286,Somewhere in Time,1980.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4743141678979652,-0.7241597797137045,40.289284,7.714466,9
986,1287,Ben-Hur,1959.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.5492484659173017,0.28276219934419505,-8.291391,39.191395,15
987,1288,This Is Spinal Tap,1984.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,17.51687,-12.315205,3
988,1289,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance),1983.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07529304578560245,0.18354212983446055,42.13429,-25.951963,25
989,1290,Some Kind of Wonderful,1987.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4743141678979652,-0.7241597797137045,40.03488,6.9723563,9
990,1291,Indiana Jones and the Last Crusade,1989.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05561795893435635,0.8527217677494118,0.30294222,71.99855,30
991,1292,Being There,1979.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.15136793251111375,-0.6887975607305701,-6.084858,-37.567986,2
992,1293,Gandhi,1982.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5440206508830789,-0.4085315032874997,-10.816958,-2.9429247,10
993,1295,"Unbearable Lightness of Being, The",1988.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5440206508830789,-0.4085315032874997,-10.816958,-2.9429247,10
994,1296,"Room with a View, A",1986.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4743141678979652,-0.7241597797137045,39.194355,7.3622866,9
995,1297,Real Genius,1985.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,21.985413,-5.7830224,3
996,1298,Pink Floyd: The Wall,1982.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.51256899221638,-0.43278680949630766,81.00239,29.081228,10
997,1299,"Killing Fields, The",1984.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.589490619057275,-0.42945187641568844,-4.171177,-73.775764,10
998,1300,My Life as a Dog (Mitt liv som hund),1985.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.15136793251111375,-0.6887975607305701,-6.252287,-38.67927,2
999,1301,Forbidden Planet,1956.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5551980526141702,-0.17613327719721272,-30.803267,38.86491,10
1000,1302,Field of Dreams,1989.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,-0.3760909546353691,-0.2818301745496864,49.6972,39.005512,31
1001,1303,"Man Who Would Be King, The",1975.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.47813374083705057,-0.1669397789012289,28.101986,28.104923,15
1002,1304,Butch Cassidy and the Sundance Kid,1969.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.011283693444231005,0.6169070827542557,14.686396,78.95289,30
1003,1305,"Paris, Texas",1984.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4743141678979652,-0.7241597797137045,40.440266,8.3216095,9
1004,1306,Until the End of the World (Bis ans Ende der Welt),1991.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.48931114256814146,0.06545844718905812,24.421837,31.838129,15
1005,1307,When Harry Met Sally...,1989.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8259408403478856,-0.43446626875155797,-31.221317,-26.30628,16
1006,1310,Hype!,1996.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07529304578560245,0.18354212983446055,41.66905,-26.565128,25
1007,1312,Female Perversions,1996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5440206508830789,-0.4085315032874997,-10.816958,-2.9429247,10
1008,1318,Blue Juice,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.15136793251111375,-0.6887975607305701,-6.1136284,-38.170216,2
1009,1320,Alien³ (a.k.a. Alien 3),1992.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,-0.3433276193845194,1.3693237615668008,-37.599983,51.21865,13
1010,1321,"American Werewolf in London, An",1981.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.4343530908210157,0.40695749978802026,-46.282898,-11.374299,11
1011,1322,Amityville 1992: It's About Time,1992.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03219442656654222,0.33251185268022115,-70.38212,-12.925894,14
1012,1323,Amityville 3-D,1983.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03219442656654222,0.33251185268022115,-71.53197,-12.849399,14
1013,1324,Amityville: Dollhouse,1996.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03219442656654222,0.33251185268022115,-70.38212,-12.925894,14
1014,1325,Amityville: A New Generation,1993.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03219442656654222,0.33251185268022115,-71.53197,-12.849399,14
1015,1326,Amityville II: The Possession,1982.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03219442656654222,0.33251185268022115,-71.53197,-12.849399,14
1016,1327,"Amityville Horror, The",1979.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,-0.9436647251546071,0.1710086777325501,-57.550293,29.782097,12
1017,1328,"Amityville Curse, The",1990.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03219442656654222,0.33251185268022115,-71.53197,-12.849399,14
1018,1329,Blood for Dracula (Andy Warhol's Dracula),1974.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03219442656654222,0.33251185268022115,-71.53197,-12.849399,14
1019,1330,April Fool's Day,1986.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03219442656654222,0.33251185268022115,-71.53197,-12.849399,14
1020,1331,Audrey Rose,1977.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03219442656654222,0.33251185268022115,-71.53197,-12.849399,14
1021,1332,"Believers, The",1987.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.2610354925731774,0.6872235572310905,7.8044543,-59.891186,11
1022,1333,"Birds, The",1963.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.2610354925731774,0.6872235572310905,8.954758,-59.552673,11
1023,1334,"Blob, The",1958.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02101702483545126,0.5649100787705081,-52.305054,53.338684,14
1024,1335,Blood Beach,1981.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.04556838116322929,0.3862565415868977,-65.07572,-18.262606,14
1025,1336,Body Parts,1991.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.2610354925731774,0.6872235572310905,8.602806,-59.989487,11
1026,1337,"Body Snatcher, The",1945.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-0.8659019174248355,0.11726398882587377,-52.982693,29.974642,12
1027,1339,Dracula (Bram Stoker's Dracula),1992.0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,-0.1335696203108617,0.4515952437663068,-58.26402,-19.423147,11
1028,1340,"Bride of Frankenstein, The (Bride of Frankenstein)",1935.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.5838494000162068,-0.005049489634708412,-50.39285,49.284424,14
1029,1341,Burnt Offerings,1976.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03219442656654222,0.33251185268022115,-70.38212,-12.925894,14
1030,1342,Candyman,1992.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.2610354925731774,0.6872235572310905,8.602806,-59.989487,11
1031,1343,Cape Fear,1991.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.23238414517114087,0.5161397696685858,63.783546,-21.71742,1
1032,1344,Cape Fear,1962.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-0.9699922815946161,0.03680799764601803,-66.029434,18.45549,22
1033,1345,Carrie,1976.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,-0.8081425281476339,0.19726395178729522,-57.106136,32.224213,12
1034,1346,Cat People,1982.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.514912609007914,-0.15744775276357395,50.26528,32.847694,31
1035,1347,"Nightmare on Elm Street, A",1984.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.2610354925731774,0.6872235572310905,8.9547205,-59.55269,11
1036,1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens)",1922.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03219442656654222,0.33251185268022115,-71.53197,-12.849399,14
1037,1349,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice),1986.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03219442656654222,0.33251185268022115,-71.53197,-12.849399,14
1038,1350,"Omen, The",1976.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,-0.3387983003029489,0.7409682461377668,-54.24554,-21.922228,11
1039,1351,Blood and Wine (Blood & Wine),1996.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-0.9699922815946161,0.03680799764601803,-66.13534,18.391195,22
1040,1352,Albino Alligator,1996.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.36512585674295817,0.6067675660512342,53.66104,-9.615631,8
1041,1353,"Mirror Has Two Faces, The",1996.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.22107441549622756,-1.0044258371567747,19.42022,-44.638912,6
1042,1354,Breaking the Waves,1996.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.6217834586128506,-0.3547868143808232,-37.121735,-59.778675,10
1043,1355,Nightwatch,1997.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.2610354925731774,0.6872235572310905,8.954758,-59.552673,11
1044,1356,Star Trek: First Contact,1996.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.24878936193645423,1.439831698390568,-0.32444808,58.043995,20
1045,1357,Shine,1996.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4743141678979652,-0.7241597797137045,39.371376,7.7014847,9
1046,1358,Sling Blade,1996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5440206508830789,-0.4085315032874997,-10.816958,-2.9429247,10
1047,1359,Jingle All the Way,1996.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.8664046643332803,-0.07213662654896141,-47.167076,-50.833733,18
1048,1361,Paradise Lost: The Child Murders at Robin Hood Hills,1996.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07529304578560245,0.18354212983446055,42.37996,-25.265425,25
1049,1363,"Preacher's Wife, The",1996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5440206508830789,-0.4085315032874997,-10.816958,-2.9429247,10
1050,1365,Ridicule,1996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5440206508830789,-0.4085315032874997,-10.816958,-2.9429247,10
1051,1366,"Crucible, The",1996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5440206508830789,-0.4085315032874997,-10.816958,-2.9429247,10
1052,1367,101 Dalmatians,1996.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.9322915743793088,0.16945509783730944,20.667187,13.364682,23
1053,1370,Die Hard 2,1990.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.2376119602053633,1.2074334723002806,-1.9347271,47.61617,27
1054,1371,Star Trek: The Motion Picture,1979.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1155552822835164,0.6354180155942745,22.088835,50.677998,20
1055,1372,Star Trek VI: The Undiscovered Country,1991.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.09920916057253462,0.8972729583601043,-23.145285,46.451138,28
1056,1373,Star Trek V: The Final Frontier,1989.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.0214463528427634,0.8435282694534278,-23.01319,47.932148,28
1057,1374,Star Trek II: The Wrath of Khan,1982.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.24878936193645423,1.439831698390568,-0.32445246,58.04398,20
1058,1375,Star Trek III: The Search for Spock,1984.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0444405572032653,1.0851199938396985,11.601887,54.105465,20
1059,1376,Star Trek IV: The Voyage Home,1986.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8109438656777092,0.3551519581512042,12.501812,22.747597,19
1060,1377,Batman Returns,1992.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.14301066268348958,0.7017578397457892,-3.0569186,82.803154,7
1061,1378,Young Guns,1988.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.6841048899499619,0.33664102531118545,-61.166176,4.8568406,24
1062,1379,Young Guns II,1990.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.011283693444231005,0.6169070827542557,14.686415,78.95286,30
1063,1380,Grease,1978.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8573924990145848,-0.4587215749603659,-53.498928,-37.29217,16
1064,1381,Grease 2,1982.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8573924990145848,-0.4587215749603659,-53.498928,-37.29217,16
1065,1382,Marked for Death,1990.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.61513537596333,0.0411704749579244,61.60602,35.380844,26
1066,1385,Under Siege,1992.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-0.90836529510305,0.39588217950879334,-42.47484,21.312151,4
1067,1387,Jaws,1975.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.03892029851370887,0.7822138309256451,18.525713,73.801476,30
1068,1388,Jaws 2,1978.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.2610354925731774,0.6872235572310905,9.046507,-58.962433,11
1069,1389,Jaws 3-D,1983.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.03892029851370887,0.7822138309256451,18.525713,73.801476,30
1070,1390,My Fellow Americans,1996.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,21.985413,-5.7830224,3
1071,1391,Mars Attacks!,1996.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6739422305514294,0.5632622120103575,-39.678802,42.79822,28
1072,1392,Citizen Ruth,1996.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.15136793251111375,-0.6887975607305701,-6.5150757,-38.63644,2
1073,1393,Jerry Maguire,1996.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4743141678979652,-0.7241597797137045,39.21465,7.30926,9
1074,1394,Raising Arizona,1987.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,17.625664,-12.346624,3
1075,1395,Tin Men,1987.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.15136793251111375,-0.6887975607305701,-6.117601,-38.21493,2
1076,1396,Sneakers,1992.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,-0.06366590587204614,0.0839304399877898,-13.795282,20.846691,21
1077,1397,Bastard Out of Carolina,1996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5440206508830789,-0.4085315032874997,-10.816958,-2.9429247,10
1078,1398,In Love and War,1996.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.08508228877949689,-0.17512058443667675,38.576347,44.52259,9
1079,1399,Marvin's Room,1996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5440206508830789,-0.4085315032874997,-10.816958,-2.9429247,10
1080,1401,Ghosts of Mississippi,1996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5440206508830789,-0.4085315032874997,-10.816958,-2.9429247,10
1081,1405,Beavis and Butt-Head Do America,1996.0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.7717261119437717,0.2819842528988746,7.291155,19.12103,23
1082,1406,La Cérémonie,1995.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,-1.0477550893243877,0.09055268655269443,-53.631767,19.291178,22
1083,1407,Scream,1996.0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0.3565902830912441,0.46070218869469676,-46.372402,-11.376517,11
1084,1408,"Last of the Mohicans, The",1992.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.012952821366687057,0.28035843319986237,11.32507,72.4661,30
1085,1409,Michael,1996.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.2788338047734293,-0.9244258741953533,18.943424,-33.68199,6
1086,1411,Hamlet,1996.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.6070558794697826,-0.633531983331056,31.74282,17.489618,9
1087,1412,Some Mother's Son,1996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5440206508830789,-0.4085315032874997,-10.816958,-2.9429247,10
1088,1413,"Whole Wide World, The",1996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5440206508830789,-0.4085315032874997,-10.816958,-2.9429247,10
1089,1414,Mother,1996.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,21.985413,-5.7830224,3
1090,1415,"Thieves (Voleurs, Les)",1996.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.6070558794697826,-0.633531983331056,31.742819,17.489851,9
1091,1416,Evita,1996.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.51256899221638,-0.43278680949630766,81.00239,29.081228,10
1092,1417,"Portrait of a Lady, The",1996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5440206508830789,-0.4085315032874997,-10.816958,-2.9429247,10
1093,1419,Walkabout,1971.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.47813374083705057,-0.1669397789012289,28.101986,28.104923,15
1094,1422,Murder at 1600,1997.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,-1.0477550893243877,0.09055268655269443,-53.631798,19.291145,22
1095,1423,Hearts and Minds,1996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5440206508830789,-0.4085315032874997,-10.816958,-2.9429247,10
1096,1425,Fierce Creatures,1997.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,21.985413,-5.7830224,3
1097,1426,Zeus and Roxanne,1997.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1710160809390873,0.20812943089410876,59.958256,-52.011326,18
1098,1427,Turbulence,1997.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.30349887025139194,0.9658417479140097,29.46311,68.79579,27
1099,1428,Angel Baby,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5440206508830789,-0.4085315032874997,-10.816958,-2.9429247,10
1100,1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo),1996.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0.4577766231888297,0.9271674148572104,-3.510749,32.857563,27
1101,1430,Underworld,1996.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.4630044382230519,0.23587371222551567,-27.613564,-3.2952156,3
1102,1431,Beverly Hills Ninja,1997.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6851196322825207,0.33086398592007055,-58.272713,4.0422645,24
1103,1432,Metro,1997.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,-0.34571842328067454,0.20624391844837164,-15.496985,26.457827,7
1104,1437,"Cement Garden, The",1993.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5440206508830789,-0.4085315032874997,-10.816958,-2.9429247,10
1105,1438,Dante's Peak,1997.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.30349887025139194,0.9658417479140097,28.645317,68.64954,27
1106,1439,Meet Wally Sparks,1997.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,21.985413,-5.7830224,3
1107,1440,Amos & Andrew,1993.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,21.985413,-5.7830224,3
1108,1441,Benny & Joon,1993.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8259408403478856,-0.43446626875155797,-32.318333,-26.078074,16
1109,1442,Prefontaine,1997.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5440206508830789,-0.4085315032874997,-10.816958,-2.9429247,10
1110,1445,McHale's Navy,1997.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.710764389188576,-0.1397583654535422,37.410442,-8.700127,3
1111,1446,Kolya (Kolja),1996.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.15136793251111375,-0.6887975607305701,-6.113626,-38.170235,2
1112,1447,Gridlock'd,1997.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.07189593760323848,0.25205586150036524,27.925861,-74.59995,17
1113,1449,Waiting for Guffman,1996.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,17.554972,-12.329654,3
1114,1453,"Beautician and the Beast, The",1997.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8259408403478856,-0.43446626875155797,-33.271988,-26.100368,16
1115,1454,SubUrbia,1997.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.15136793251111375,-0.6887975607305701,-6.117614,-38.214966,2
1116,1456,"Pest, The",1997.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,21.985413,-5.7830224,3
1117,1457,Fools Rush In,1997.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.22107441549622756,-1.0044258371567747,19.42022,-44.638912,6
1118,1458,Touch,1997.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.41655477862076357,-0.6441598167522831,43.561653,27.371073,9
1119,1459,Absolute Power,1997.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-0.31014695290091226,0.5698844585752624,1.600625,-25.23746,1
